Date,Top 10 tickers,Top 10 stock indices
2001-10-25,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, JNJ, INTC","9, 20, 31, 22, 6, 30, 1, 11, 13, 12"
2001-10-26,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, JNJ, INTC","9, 20, 31, 22, 6, 30, 1, 11, 13, 12"
2001-10-29,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, JNJ, INTC","9, 20, 31, 22, 6, 30, 1, 11, 13, 12"
2001-10-30,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, JNJ, INTC","9, 20, 31, 22, 6, 30, 1, 11, 13, 12"
2001-10-31,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, JNJ, INTC","9, 20, 31, 22, 6, 30, 1, 11, 13, 12"
2001-11-01,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, JNJ, INTC","9, 20, 31, 22, 6, 30, 1, 11, 13, 12"
2001-11-02,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, JNJ, INTC","9, 20, 31, 22, 6, 30, 1, 11, 13, 12"
2001-11-05,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, JNJ, INTC","9, 20, 31, 22, 6, 30, 1, 11, 13, 12"
2001-11-06,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, INTC, JNJ","9, 20, 31, 22, 6, 30, 1, 11, 12, 13"
2001-11-07,"GE, MSFT, XOM, PFE, WMT, C, AIG, IBM, INTC, JNJ","9, 20, 31, 22, 30, 6, 1, 11, 12, 13"
2001-11-08,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, INTC, JNJ","9, 20, 31, 22, 6, 30, 1, 11, 12, 13"
2001-11-09,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, INTC, JNJ","9, 20, 31, 22, 6, 30, 1, 11, 12, 13"
2001-11-12,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, INTC, JNJ","9, 20, 31, 22, 6, 30, 1, 11, 12, 13"
2001-11-13,"GE, MSFT, XOM, PFE, C, WMT, AIG, IBM, INTC, JNJ","9, 20, 31, 22, 6, 30, 1, 11, 12, 13"
2001-11-14,"GE, MSFT, XOM, PFE, C, WMT, AIG, INTC, IBM, JNJ","9, 20, 31, 22, 6, 30, 1, 12, 11, 13"
2001-11-15,"GE, MSFT, PFE, XOM, C, WMT, AIG, INTC, IBM, JNJ","9, 20, 22, 31, 6, 30, 1, 12, 11, 13"
2001-11-16,"GE, MSFT, PFE, C, XOM, WMT, AIG, INTC, IBM, JNJ","9, 20, 22, 6, 31, 30, 1, 12, 11, 13"
2001-11-19,"GE, MSFT, PFE, XOM, C, WMT, AIG, INTC, IBM, JNJ","9, 20, 22, 31, 6, 30, 1, 12, 11, 13"
2001-11-20,"GE, MSFT, PFE, C, XOM, WMT, AIG, INTC, IBM, JNJ","9, 20, 22, 6, 31, 30, 1, 12, 11, 13"
2001-11-21,"GE, MSFT, PFE, XOM, C, WMT, AIG, INTC, IBM, JNJ","9, 20, 22, 31, 6, 30, 1, 12, 11, 13"
2001-11-23,"GE, MSFT, PFE, XOM, C, WMT, AIG, INTC, IBM, JNJ","9, 20, 22, 31, 6, 30, 1, 12, 11, 13"
2001-11-26,"GE, MSFT, PFE, XOM, C, WMT, AIG, INTC, IBM, JNJ","9, 20, 22, 31, 6, 30, 1, 12, 11, 13"
2001-11-27,"GE, MSFT, PFE, C, XOM, WMT, INTC, AIG, IBM, JNJ","9, 20, 22, 6, 31, 30, 12, 1, 11, 13"
2001-11-28,"GE, MSFT, PFE, C, XOM, WMT, INTC, AIG, IBM, JNJ","9, 20, 22, 6, 31, 30, 12, 1, 11, 13"
2001-11-29,"GE, MSFT, PFE, XOM, C, WMT, AIG, INTC, IBM, JNJ","9, 20, 22, 31, 6, 30, 1, 12, 11, 13"
2001-11-30,"GE, MSFT, PFE, XOM, C, WMT, AIG, INTC, IBM, JNJ","9, 20, 22, 31, 6, 30, 1, 12, 11, 13"
2001-12-03,"GE, MSFT, PFE, XOM, C, WMT, INTC, AIG, IBM, JNJ","9, 20, 22, 31, 6, 30, 12, 1, 11, 13"
2001-12-04,"GE, MSFT, PFE, XOM, WMT, C, INTC, AIG, IBM, JNJ","9, 20, 22, 31, 30, 6, 12, 1, 11, 13"
2001-12-05,"GE, MSFT, PFE, XOM, C, WMT, INTC, AIG, IBM, JNJ","9, 20, 22, 31, 6, 30, 12, 1, 11, 13"
2001-12-06,"GE, MSFT, PFE, XOM, WMT, C, INTC, AIG, IBM, JNJ","9, 20, 22, 31, 30, 6, 12, 1, 11, 13"
2001-12-07,"GE, MSFT, PFE, XOM, C, WMT, INTC, AIG, IBM, JNJ","9, 20, 22, 31, 6, 30, 12, 1, 11, 13"
2001-12-10,"GE, MSFT, PFE, XOM, C, WMT, INTC, AIG, IBM, JNJ","9, 20, 22, 31, 6, 30, 12, 1, 11, 13"
2001-12-11,"GE, MSFT, PFE, XOM, C, WMT, INTC, AIG, IBM, JNJ","9, 20, 22, 31, 6, 30, 12, 1, 11, 13"
2001-12-12,"GE, MSFT, PFE, XOM, C, WMT, INTC, IBM, AIG, JNJ","9, 20, 22, 31, 6, 30, 12, 11, 1, 13"
2001-12-13,"GE, MSFT, XOM, PFE, C, WMT, INTC, IBM, AIG, JNJ","9, 20, 31, 22, 6, 30, 12, 11, 1, 13"
2001-12-14,"GE, MSFT, XOM, PFE, C, WMT, INTC, AIG, IBM, JNJ","9, 20, 31, 22, 6, 30, 12, 1, 11, 13"
2001-12-17,"GE, MSFT, XOM, PFE, WMT, C, INTC, AIG, IBM, JNJ","9, 20, 31, 22, 30, 6, 12, 1, 11, 13"
2001-12-18,"GE, MSFT, XOM, PFE, WMT, C, INTC, AIG, IBM, JNJ","9, 20, 31, 22, 30, 6, 12, 1, 11, 13"
2001-12-19,"GE, MSFT, XOM, PFE, WMT, C, INTC, AIG, IBM, JNJ","9, 20, 31, 22, 30, 6, 12, 1, 11, 13"
2001-12-20,"GE, MSFT, XOM, PFE, C, WMT, INTC, IBM, AIG, JNJ","9, 20, 31, 22, 6, 30, 12, 11, 1, 13"
2001-12-21,"GE, MSFT, XOM, PFE, C, WMT, INTC, IBM, AIG, JNJ","9, 20, 31, 22, 6, 30, 12, 11, 1, 13"
2001-12-24,"GE, MSFT, XOM, C, PFE, WMT, INTC, IBM, AIG, JNJ","9, 20, 31, 6, 22, 30, 12, 11, 1, 13"
2001-12-26,"GE, MSFT, XOM, C, PFE, WMT, INTC, IBM, AIG, JNJ","9, 20, 31, 6, 22, 30, 12, 11, 1, 13"
2001-12-27,"GE, MSFT, XOM, WMT, C, PFE, INTC, IBM, AIG, JNJ","9, 20, 31, 30, 6, 22, 12, 11, 1, 13"
2001-12-28,"GE, MSFT, XOM, C, WMT, PFE, INTC, IBM, AIG, JNJ","9, 20, 31, 6, 30, 22, 12, 11, 1, 13"
2001-12-31,"GE, MSFT, XOM, C, WMT, PFE, INTC, IBM, AIG, JNJ","9, 20, 31, 6, 30, 22, 12, 11, 1, 13"
2002-01-02,"GE, MSFT, XOM, C, WMT, PFE, INTC, IBM, AIG, JNJ","9, 20, 31, 6, 30, 22, 12, 11, 1, 13"
2002-01-03,"GE, MSFT, XOM, C, WMT, PFE, INTC, IBM, AIG, JNJ","9, 20, 31, 6, 30, 22, 12, 11, 1, 13"
2002-01-04,"GE, MSFT, XOM, C, WMT, PFE, INTC, IBM, AIG, JNJ","9, 20, 31, 6, 30, 22, 12, 11, 1, 13"
2002-01-07,"GE, MSFT, XOM, C, WMT, PFE, INTC, IBM, AIG, JNJ","9, 20, 31, 6, 30, 22, 12, 11, 1, 13"
2002-01-08,"GE, MSFT, XOM, C, WMT, PFE, INTC, IBM, AIG, JNJ","9, 20, 31, 6, 30, 22, 12, 11, 1, 13"
2002-01-09,"GE, MSFT, XOM, WMT, C, PFE, INTC, IBM, AIG, JNJ","9, 20, 31, 30, 6, 22, 12, 11, 1, 13"
2002-01-10,"GE, MSFT, XOM, C, PFE, WMT, INTC, IBM, AIG, JNJ","9, 20, 31, 6, 22, 30, 12, 11, 1, 13"
2002-01-11,"GE, MSFT, XOM, PFE, C, WMT, INTC, IBM, AIG, JNJ","9, 20, 31, 22, 6, 30, 12, 11, 1, 13"
2002-01-14,"GE, MSFT, XOM, PFE, C, WMT, INTC, IBM, AIG, JNJ","9, 20, 31, 22, 6, 30, 12, 11, 1, 13"
2002-01-15,"GE, MSFT, XOM, PFE, C, WMT, INTC, IBM, AIG, JNJ","9, 20, 31, 22, 6, 30, 12, 11, 1, 13"
2002-01-16,"GE, MSFT, XOM, C, PFE, WMT, INTC, AIG, IBM, JNJ","9, 20, 31, 6, 22, 30, 12, 1, 11, 13"
2002-01-17,"GE, MSFT, XOM, PFE, C, WMT, INTC, AIG, IBM, JNJ","9, 20, 31, 22, 6, 30, 12, 1, 11, 13"
2002-01-18,"GE, MSFT, XOM, C, WMT, PFE, INTC, AIG, IBM, JNJ","9, 20, 31, 6, 30, 22, 12, 1, 11, 13"
2002-01-22,"GE, MSFT, XOM, C, PFE, WMT, INTC, AIG, IBM, JNJ","9, 20, 31, 6, 22, 30, 12, 1, 11, 13"
2002-01-23,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-01-24,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-01-25,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-01-28,"GE, MSFT, XOM, PFE, WMT, C, INTC, AIG, IBM, JNJ","9, 20, 31, 22, 30, 6, 12, 1, 11, 13"
2002-01-29,"GE, MSFT, XOM, PFE, WMT, C, INTC, AIG, IBM, JNJ","9, 20, 31, 22, 30, 6, 12, 1, 11, 13"
2002-01-30,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-01-31,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-02-01,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-02-04,"GE, MSFT, PFE, XOM, WMT, C, INTC, AIG, IBM, JNJ","9, 20, 22, 31, 30, 6, 12, 1, 11, 13"
2002-02-05,"GE, MSFT, WMT, XOM, PFE, INTC, C, AIG, IBM, JNJ","9, 20, 30, 31, 22, 12, 6, 1, 11, 13"
2002-02-06,"GE, MSFT, PFE, WMT, XOM, C, INTC, AIG, IBM, JNJ","9, 20, 22, 30, 31, 6, 12, 1, 11, 13"
2002-02-07,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 31, 30, 22, 6, 12, 1, 11, 13"
2002-02-08,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-02-11,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-02-12,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-02-13,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-02-14,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-02-15,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-02-19,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, IBM, JNJ","9, 20, 30, 31, 22, 6, 12, 1, 11, 13"
2002-02-20,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 30, 31, 22, 6, 12, 1, 13, 11"
2002-02-21,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 30, 31, 22, 6, 12, 1, 13, 11"
2002-02-22,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-02-25,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-02-26,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-02-27,"GE, MSFT, WMT, XOM, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 30, 31, 22, 6, 12, 1, 13, 11"
2002-02-28,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-03-01,"GE, MSFT, XOM, WMT, PFE, C, AIG, INTC, JNJ, IBM","9, 20, 31, 30, 22, 6, 1, 12, 13, 11"
2002-03-04,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-03-05,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-03-06,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-03-07,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-03-08,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-03-11,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-03-12,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-03-13,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-03-14,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-03-15,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-03-18,"GE, MSFT, XOM, WMT, PFE, C, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 22, 6, 12, 1, 13, 11"
2002-03-19,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-03-20,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-03-21,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-03-22,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-03-25,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-03-26,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-03-27,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-03-28,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-04-01,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-04-02,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-04-03,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-04-04,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-04-05,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-04-08,"GE, MSFT, XOM, WMT, C, PFE, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 6, 22, 12, 1, 13, 11"
2002-04-09,"GE, MSFT, XOM, WMT, C, PFE, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 6, 22, 12, 1, 13, 11"
2002-04-10,"GE, MSFT, XOM, WMT, C, PFE, AIG, JNJ, INTC, IBM","9, 20, 31, 30, 6, 22, 1, 13, 12, 11"
2002-04-11,"GE, MSFT, XOM, WMT, C, PFE, AIG, INTC, JNJ, IBM","9, 20, 31, 30, 6, 22, 1, 12, 13, 11"
2002-04-12,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-04-15,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, INTC, IBM","9, 20, 31, 30, 22, 6, 1, 13, 12, 11"
2002-04-16,"GE, MSFT, XOM, WMT, PFE, C, JNJ, AIG, INTC, IBM","9, 20, 31, 30, 22, 6, 13, 1, 12, 11"
2002-04-17,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-04-18,"GE, MSFT, XOM, WMT, C, PFE, INTC, AIG, JNJ, IBM","9, 20, 31, 30, 6, 22, 12, 1, 13, 11"
2002-04-19,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-04-22,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-04-23,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-04-24,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-04-25,"GE, MSFT, XOM, WMT, C, PFE, JNJ, INTC, AIG, IBM","9, 20, 31, 30, 6, 22, 13, 12, 1, 11"
2002-04-26,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-04-29,"GE, MSFT, XOM, WMT, PFE, C, JNJ, INTC, AIG, IBM","9, 20, 31, 30, 22, 6, 13, 12, 1, 11"
2002-04-30,"GE, MSFT, XOM, WMT, PFE, C, JNJ, INTC, AIG, IBM","9, 20, 31, 30, 22, 6, 13, 12, 1, 11"
2002-05-01,"GE, MSFT, XOM, WMT, PFE, C, JNJ, INTC, AIG, IBM","9, 20, 31, 30, 22, 6, 13, 12, 1, 11"
2002-05-02,"GE, MSFT, XOM, WMT, PFE, C, JNJ, INTC, AIG, IBM","9, 20, 31, 30, 22, 6, 13, 12, 1, 11"
2002-05-03,"GE, MSFT, XOM, WMT, PFE, C, JNJ, AIG, INTC, IBM","9, 20, 31, 30, 22, 6, 13, 1, 12, 11"
2002-05-06,"GE, XOM, MSFT, WMT, PFE, C, JNJ, AIG, INTC, KO","9, 31, 20, 30, 22, 6, 13, 1, 12, 15"
2002-05-07,"GE, XOM, MSFT, WMT, PFE, C, JNJ, AIG, INTC, KO","9, 31, 20, 30, 22, 6, 13, 1, 12, 15"
2002-05-08,"GE, MSFT, XOM, WMT, PFE, C, JNJ, AIG, INTC, KO","9, 20, 31, 30, 22, 6, 13, 1, 12, 15"
2002-05-09,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-05-10,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, KO","9, 20, 31, 30, 22, 6, 12, 13, 1, 15"
2002-05-13,"GE, MSFT, XOM, WMT, PFE, C, JNJ, INTC, AIG, KO","9, 20, 31, 30, 22, 6, 13, 12, 1, 15"
2002-05-14,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, KO","9, 20, 31, 30, 22, 6, 12, 13, 1, 15"
2002-05-15,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-05-16,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-05-17,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-05-20,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-05-21,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-05-22,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-05-23,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-05-24,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-05-28,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-05-29,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-05-30,"GE, MSFT, XOM, WMT, C, PFE, JNJ, INTC, AIG, IBM","9, 20, 31, 30, 6, 22, 13, 12, 1, 11"
2002-05-31,"GE, MSFT, XOM, WMT, C, PFE, JNJ, INTC, AIG, IBM","9, 20, 31, 30, 6, 22, 13, 12, 1, 11"
2002-06-03,"GE, MSFT, XOM, WMT, C, PFE, JNJ, INTC, AIG, KO","9, 20, 31, 30, 6, 22, 13, 12, 1, 15"
2002-06-04,"GE, MSFT, XOM, WMT, C, PFE, JNJ, INTC, AIG, KO","9, 20, 31, 30, 6, 22, 13, 12, 1, 15"
2002-06-05,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-06-06,"GE, MSFT, XOM, WMT, PFE, C, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 22, 6, 12, 13, 1, 11"
2002-06-07,"GE, MSFT, XOM, WMT, C, PFE, INTC, JNJ, AIG, IBM","9, 20, 31, 30, 6, 22, 12, 13, 1, 11"
2002-06-10,"GE, MSFT, XOM, WMT, PFE, C, JNJ, AIG, INTC, KO","9, 20, 31, 30, 22, 6, 13, 1, 12, 15"
2002-06-11,"GE, MSFT, XOM, WMT, PFE, C, JNJ, AIG, INTC, KO","9, 20, 31, 30, 22, 6, 13, 1, 12, 15"
2002-06-12,"GE, MSFT, XOM, WMT, PFE, C, JNJ, AIG, INTC, KO","9, 20, 31, 30, 22, 6, 13, 1, 12, 15"
2002-06-13,"GE, MSFT, XOM, WMT, PFE, C, JNJ, AIG, INTC, KO","9, 20, 31, 30, 22, 6, 13, 1, 12, 15"
2002-06-14,"GE, MSFT, XOM, WMT, PFE, C, JNJ, AIG, INTC, KO","9, 20, 31, 30, 22, 6, 13, 1, 12, 15"
2002-06-17,"MSFT, GE, XOM, WMT, PFE, C, JNJ, AIG, INTC, KO","20, 9, 31, 30, 22, 6, 13, 1, 12, 15"
2002-06-18,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, INTC, KO","9, 20, 31, 30, 22, 6, 1, 13, 12, 15"
2002-06-19,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, INTC, KO","9, 20, 31, 30, 22, 6, 1, 13, 12, 15"
2002-06-20,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","9, 20, 31, 30, 22, 6, 1, 13, 15, 12"
2002-06-21,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","9, 20, 31, 30, 22, 6, 1, 13, 15, 12"
2002-06-24,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","9, 20, 31, 30, 22, 6, 1, 13, 15, 12"
2002-06-25,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","9, 20, 31, 30, 22, 6, 1, 13, 15, 12"
2002-06-26,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","9, 20, 31, 30, 22, 6, 1, 13, 15, 12"
2002-06-27,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","9, 20, 31, 30, 22, 6, 1, 13, 15, 12"
2002-06-28,"MSFT, GE, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","20, 9, 31, 30, 22, 6, 1, 13, 15, 12"
2002-07-01,"MSFT, GE, XOM, WMT, PFE, C, AIG, JNJ, KO, IBM","20, 9, 31, 30, 22, 6, 1, 13, 15, 11"
2002-07-02,"MSFT, GE, XOM, WMT, PFE, C, AIG, JNJ, KO, PG","20, 9, 31, 30, 22, 6, 1, 13, 15, 23"
2002-07-03,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, KO, IBM","9, 20, 31, 30, 22, 6, 1, 13, 15, 11"
2002-07-05,"MSFT, GE, XOM, WMT, PFE, C, AIG, JNJ, KO, IBM","20, 9, 31, 30, 22, 6, 1, 13, 15, 11"
2002-07-08,"MSFT, GE, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","20, 9, 31, 30, 22, 6, 1, 13, 15, 12"
2002-07-09,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","9, 20, 31, 30, 22, 6, 1, 13, 15, 12"
2002-07-10,"MSFT, GE, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","20, 9, 31, 30, 22, 6, 1, 13, 15, 12"
2002-07-11,"MSFT, GE, XOM, WMT, PFE, C, AIG, JNJ, KO, IBM","20, 9, 31, 30, 22, 6, 1, 13, 15, 11"
2002-07-12,"MSFT, GE, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","20, 9, 31, 30, 22, 6, 1, 13, 15, 12"
2002-07-15,"GE, MSFT, XOM, WMT, PFE, C, AIG, JNJ, KO, INTC","9, 20, 31, 30, 22, 6, 1, 13, 15, 12"
2002-07-16,"GE, MSFT, XOM, WMT, C, PFE, AIG, JNJ, KO, INTC","9, 20, 31, 30, 6, 22, 1, 13, 15, 12"
2002-07-17,"MSFT, GE, XOM, WMT, C, PFE, AIG, JNJ, KO, INTC","20, 9, 31, 30, 6, 22, 1, 13, 15, 12"
